GMT;TIME;WSPE [m/s];WDIR [deg];HUMI [%];PRES [hPa];TEMP [°C];PM10 [ug/m3];PM25 [ug/m3];PM01 [ug/m3];O3 [ug/m3];SO2 [ug/m3];NO [ug/m3];NO2 [ug/m3];CO [ug/m3]
2023-12-18T11:00;18.12.2023 11:00;2.1;212;77;1033;6.7;14;;;43.1;5.5;2.5;10;211.1
2023-12-18T12:00;18.12.2023 12:00;2.2;201;74;1033;7.2;15;;;41.7;5.5;2.5;12;233.5
2023-12-18T13:00;18.12.2023 13:00;2.5;204;74;1032;7.2;16;;;40.5;5.5;2.5;14.4;246
2023-12-18T14:00;18.12.2023 14:00;2;210;73;1032;7.3;14;;;40.4;5.5;2.5;16.3;249.1
2023-12-18T15:00;18.12.2023 15:00;1.5;219;75;1032;6.5;11;;;37.1;5.5;2.5;18.4;262.6
2023-12-18T16:00;18.12.2023 16:00;1.6;225;77;1032;6;13;;;35.1;5.5;2.5;18.8;276
2023-12-18T17:00;18.12.2023 17:00;1.9;208;79;1032;5.5;14;;;29.3;5.5;2.5;21.3;301.3
2023-12-18T18:00;18.12.2023 18:00;1.8;206;80;1032;5.3;14;;;25.5;5.5;2.5;24.3;308.9
2023-12-18T19:00;18.12.2023 19:00;1.9;206;81;1031;5.1;16;;;25.4;5.5;2.5;23;313.8
2023-12-18T20:00;18.12.2023 20:00;1.7;211;84;1031;4.6;18;;;21.6;5.5;2.5;24.5;355
2023-12-18T21:00;18.12.2023 21:00;1.6;204;86;1030;4.4;16;;;20.4;5.5;2.5;24.5;338.7
2023-12-18T22:00;18.12.2023 22:00;1.6;213;85;1030;4.6;15;;;23.1;5.5;2.5;21.5;314.6
2023-12-18T23:00;18.12.2023 23:00;1.5;222;88;1029;3.9;15;;;21.1;5.5;2.5;21.5;314
2023-12-19T00:00;19.12.2023 0:00;1.9;205;90;1029;3.3;12;;;18.8;5.5;2.5;23.9;325.5
2023-12-19T01:00;19.12.2023 1:00;1.8;210;90;1028;2.9;10;;;18.8;5.5;2.5;23.6;321.4
2023-12-19T02:00;19.12.2023 2:00;1.8;195;88;1028;3.1;12;;;21.8;5.5;2.5;21.5;297.4
2023-12-19T03:00;19.12.2023 3:00;1.3;213;88;1027;2.9;12;;;22.9;5.5;2.5;19.8;295.2
2023-12-19T04:00;19.12.2023 4:00;1.4;199;86;1026;3.3;11;;;24.9;5.5;2.5;19.5;273.6
2023-12-19T05:00;19.12.2023 5:00;1.4;226;83;1026;3.8;10;;;29.1;5.5;2.5;17.6;248
2023-12-19T06:00;19.12.2023 6:00;1.3;209;81;1026;3.6;9;;;27.4;5.5;2.5;20.5;245.1
2023-12-19T07:00;19.12.2023 7:00;2.1;207;79;1026;4;11;;;31.4;5.5;2.5;18.8;238
2023-12-19T08:00;19.12.2023 8:00;2.4;209;78;1025;4.2;12;;;33.1;5.5;2.5;17;235.8
2023-12-19T09:00;19.12.2023 9:00;1.6;219;77;1025;4.6;13;;;32.8;5.5;2.5;18.1;228.2
2023-12-19T10:00;19.12.2023 10:00;2;211;70;1024;6.6;12;;;38.1;5.5;2.5;15.8;209.4
2023-12-19T11:00;19.12.2023 11:00;2.1;215;70;1023;6.9;18;;;37.1;5.5;2.5;16.2;218
2023-12-19T12:00;19.12.2023 12:00;2.1;215;67;1023;7.5;16;;;38.7;5.5;2.5;17.2;223.9
2023-12-19T13:00;19.12.2023 13:00;1.6;204;70;1022;6.9;12;;;35.1;5.5;2.5;19.5;235.4
2023-12-19T14:00;19.12.2023 14:00;1.4;207;69;1021;7.1;15;;;33.7;5.5;2.5;23.3;236.4
2023-12-19T15:00;19.12.2023 15:00;1.3;218;74;1020;6.5;21;;;27.3;5.5;2.5;27.6;254.5
2023-12-19T16:00;19.12.2023 16:00;1.4;203;70;1019;6.6;11;;;32.6;5.5;2.5;23.9;250.8
2023-12-19T17:00;19.12.2023 17:00;1.6;211;70;1018;6.2;12;;;35.4;5.5;2.5;21.4;252.6
2023-12-19T18:00;19.12.2023 18:00;1;241;70;1018;6.2;12;;;37.8;5.5;2.5;18.7;241.3
2023-12-19T19:00;19.12.2023 19:00;0.8;286;71;1018;6.3;15;;;32.3;5.5;2.5;24.7;279.2
2023-12-19T20:00;19.12.2023 20:00;1;245;72;1017;6;15;;;33.1;5.5;2.5;23.4;272.5
2023-12-19T21:00;19.12.2023 21:00;0.9;231;70;1016;6;13;;;35.8;5.5;2.5;20.6;289
2023-12-19T22:00;19.12.2023 22:00;0.7;205;68;1016;6;12;;;38.7;5.5;2.5;18.8;278.5
2023-12-19T23:00;19.12.2023 23:00;0.9;197;66;1015;5.8;9;;;41.5;5.5;2.5;16.5;273.6
2023-12-20T00:00;20.12.2023 0:00;1.9;200;65;1014;5.7;11;;;43.2;5.5;2.5;15.7;271.1
2023-12-20T01:00;20.12.2023 1:00;2;206;69;1013;4.9;14;;;38.4;5.5;2.5;17.6;285.5
2023-12-20T02:00;20.12.2023 2:00;1.6;196;70;1012;4.5;14;;;38.2;5.5;2.5;16.5;284.7
2023-12-20T03:00;20.12.2023 3:00;1.4;204;71;1012;4.3;14;;;37.1;5.5;2.5;16.8;289.2
2023-12-20T04:00;20.12.2023 4:00;1.3;223;83;1012;3.9;20;;;35.8;5.5;2.5;16.2;283
2023-12-20T05:00;20.12.2023 5:00;1.7;200;91;1011;3.5;15;;;32.2;5.5;2.5;18.8;295.8
2023-12-20T06:00;20.12.2023 6:00;1.6;224;95;1011;3.4;22;;;28.8;5.5;2.5;20.6;293.5
2023-12-20T07:00;20.12.2023 7:00;1.9;214;99;1011;3.3;22;;;27.5;5.5;2.5;20.3;298.9
2023-12-20T08:00;20.12.2023 8:00;1.9;205;99;1012;2.6;26;;;21.1;5.5;2.5;23.8;341.4
2023-12-20T09:00;20.12.2023 9:00;2;197;99;1012;2.5;18;;;23.2;5.5;2.5;59.5;322.4
2023-12-20T10:00;20.12.2023 10:00;2;197;99;1012;2.8;15;;;24.9;5.5;2.5;61.3;298.1
2023-12-20T11:00;20.12.2023 11:00;1.9;202;99;1012;2.9;12;;;23.3;5.5;2.5;45.1;299.7
2023-12-20T12:00;20.12.2023 12:00;1.6;205;99;1012;3.2;12;;;22.1;5.5;2.5;35.6;284.4
2023-12-20T13:00;20.12.2023 13:00;2;201;99;1011;3.3;10;;;21.8;5.5;2.5;29.9;278.2
2023-12-20T14:00;20.12.2023 14:00;2.1;206;99;1011;3.5;8;;;25.5;5.5;2.5;23.2;254.5
2023-12-20T15:00;20.12.2023 15:00;2;212;99;1011;3.6;5;;;27.9;5.5;2.5;20.3;219.5
2023-12-20T16:00;20.12.2023 16:00;1.5;189;97;1011;4;10;;;26.1;5.5;2.5;23;239.2
2023-12-20T17:00;20.12.2023 17:00;1.8;191;94;1011;4.2;7;;;29.6;5.5;2.5;20.8;227.2
2023-12-20T18:00;20.12.2023 18:00;1.7;191;92;1011;3.9;3;;;36.5;5.5;2.5;17.9;210.2
2023-12-20T19:00;20.12.2023 19:00;2;192;89;1012;4;5;;;42.8;5.5;2.5;12.3;100
2023-12-20T20:00;20.12.2023 20:00;2.3;188;89;1011;3.5;3;;;44.6;5.5;2.5;10.7;100
2023-12-20T21:00;20.12.2023 21:00;2.1;198;88;1011;3.5;3;;;47.5;5.5;2.5;9.5;100
2023-12-20T22:00;20.12.2023 22:00;2.3;197;86;1011;3.7;7;;;50.3;5.5;2.5;8;100
2023-12-20T23:00;20.12.2023 23:00;1.8;194;86;1011;3.8;3;;;51.3;5.5;2.5;4;100
2023-12-21T00:00;21.12.2023 0:00;1.5;205;87;1010;3.8;3;;;52.8;5.5;2.5;4;100
2023-12-21T01:00;21.12.2023 1:00;1.9;204;89;1009;3.7;3;;;53.6;5.5;2.5;4;100
2023-12-21T02:00;21.12.2023 2:00;2;204;87;1009;3.9;3;;;54.4;5.5;2.5;4;100
2023-12-21T03:00;21.12.2023 3:00;2.3;195;85;1008;3.9;3;;;54.7;5.5;2.5;4;100
2023-12-21T04:00;21.12.2023 4:00;2.5;197;84;1006;4.1;3;;;56.4;5.5;2.5;4;100
2023-12-21T05:00;21.12.2023 5:00;2.7;198;81;1005;4.5;3;;;54.8;5.5;2.5;4;100
2023-12-21T06:00;21.12.2023 6:00;3.1;198;83;1004;4.3;3;;;53.7;5.5;2.5;4;100
2023-12-21T07:00;21.12.2023 7:00;2.6;202;89;1004;3.9;5;;;54.8;5.5;2.5;4;100
2023-12-21T08:00;21.12.2023 8:00;2.9;201;91;1004;3.9;3;;;54.7;5.5;2.5;4;100
2023-12-21T09:00;21.12.2023 9:00;2.5;207;92;1003;4.1;3;;;54.3;5.5;2.5;4;100
2023-12-21T10:00;21.12.2023 10:00;3.1;200;89;1001;4.6;3;;;55.2;5.5;2.5;4;100
2023-12-21T11:00;21.12.2023 11:00;3.1;197;86;1000;5;3;;;53.8;5.5;2.5;4;100
2023-12-21T12:00;21.12.2023 12:00;2.7;195;86;998;5;3;;;50.8;5.5;2.5;10.6;100
2023-12-21T13:00;21.12.2023 13:00;2.9;196;88;996;4.9;3;;;52.3;5.5;2.5;9.3;100
2023-12-21T14:00;21.12.2023 14:00;3.1;198;93;994;5;3;;;52;5.5;2.5;10.1;100
2023-12-21T15:00;21.12.2023 15:00;3.6;195;93;993;5.2;3;;;54.5;5.5;2.5;9.1;100
2023-12-21T16:00;21.12.2023 16:00;3.4;194;92;991;5.7;3;;;55.9;5.5;2.5;8.3;100
2023-12-21T17:00;21.12.2023 17:00;3.3;196;91;989;6.2;3;;;58.2;5.5;2.5;4;100
2023-12-21T18:00;21.12.2023 18:00;3.2;200;91;988;6.4;3;;;58.5;5.5;2.5;4;100
2023-12-21T19:00;21.12.2023 19:00;3.2;206;91;987;6.7;3;;;58.5;5.5;2.5;4;100
2023-12-21T20:00;21.12.2023 20:00;2.9;201;86;986;7.4;3;;;57.8;5.5;2.5;4;100
2023-12-21T21:00;21.12.2023 21:00;2.4;209;92;985;7.2;10;;;57.2;5.5;2.5;4;100
2023-12-21T22:00;21.12.2023 22:00;2.1;219;97;986;6.4;7;;;55.5;5.5;2.5;4;100
2023-12-21T23:00;21.12.2023 23:00;1.6;209;93;987;6;3;;;63.8;5.5;2.5;4;100
2023-12-22T00:00;22.12.2023 0:00;1.3;219;90;987;5.5;3;;;72.4;5.5;2.5;4;100
2023-12-22T01:00;22.12.2023 1:00;1.5;209;88;988;5.3;3;;;73.5;5.5;2.5;4;100
2023-12-22T02:00;22.12.2023 2:00;1.3;220;83;989;4.4;3;;;73.5;5.5;2.5;4;100
2023-12-22T03:00;22.12.2023 3:00;1.1;222;81;989;3.6;3;;;71;5.5;2.5;4;100
2023-12-22T04:00;22.12.2023 4:00;1.5;208;81;989;3.4;3;;;71.5;5.5;2.5;4;100
2023-12-22T05:00;22.12.2023 5:00;1.3;205;80;989;3.3;3;;;70;5.5;2.5;4;100
2023-12-22T06:00;22.12.2023 6:00;1.2;223;83;989;2.8;8;;;67.7;5.5;2.5;4;100
2023-12-22T07:00;22.12.2023 7:00;2;205;91;990;2.2;3;;;70.2;5.5;2.5;4;100
2023-12-22T08:00;22.12.2023 8:00;2.1;248;89;990;2.1;7;;;73.5;5.5;2.5;4;100
2023-12-22T09:00;22.12.2023 9:00;1;196;99;990;0.9;7;;;62.9;5.5;2.5;18.5;100
2023-12-22T10:00;22.12.2023 10:00;1.5;211;84;990;3;6;;;66.9;5.5;2.5;8.8;100
2023-12-22T11:00;22.12.2023 11:00;1.8;246;75;990;4;3;;;74.8;5.5;2.5;4;100
2023-12-22T12:00;22.12.2023 12:00;2.6;257;62;990;5.4;3;;;77.1;5.5;2.5;4;100
2023-12-22T13:00;22.12.2023 13:00;2.6;259;63;990;4.8;3;;;78.8;5.5;2.5;4;100
2023-12-22T14:00;22.12.2023 14:00;2.2;251;60;991;4.4;3;;;77.9;5.5;2.5;4;100
2023-12-22T15:00;22.12.2023 15:00;2;258;59;991;3.6;3;;;75.5;5.5;2.5;4;100
2023-12-22T16:00;22.12.2023 16:00;1.7;241;70;991;2.5;13;;;73.5;5.5;2.5;4;100
2023-12-22T17:00;22.12.2023 17:00;1.5;228;76;991;2.4;12;;;71.7;5.5;2.5;4;100
2023-12-22T18:00;22.12.2023 18:00;1.8;243;77;991;2.5;9;;;73.1;5.5;2.5;4;100
2023-12-22T19:00;22.12.2023 19:00;1.1;217;85;991;1.5;5;;;65.6;5.5;2.5;4;100
2023-12-22T20:00;22.12.2023 20:00;1.5;225;81;991;2.1;5;;;71.2;5.5;2.5;4;100
2023-12-22T21:00;22.12.2023 21:00;1.4;224;85;991;2;3;;;67.3;5.5;2.5;4;100
2023-12-22T22:00;22.12.2023 22:00;0.8;207;93;991;1.6;10;;;59.4;5.5;2.5;4;100
2023-12-22T23:00;22.12.2023 23:00;0.9;217;89;991;1.6;7;;;60.9;5.5;2.5;4;100
2023-12-23T00:00;23.12.2023 0:00;1.4;211;92;991;1.5;7;;;61.9;5.5;2.5;4;100
2023-12-23T01:00;23.12.2023 1:00;0.8;231;89;992;1.6;3;;;62.6;5.5;2.5;4;100
2023-12-23T02:00;23.12.2023 2:00;1.4;283;90;993;1.4;10;;;72.4;5.5;2.5;4;100
2023-12-23T03:00;23.12.2023 3:00;2.1;305;99;994;-0.3;3;;;84.4;5.5;2.5;4;100
2023-12-23T04:00;23.12.2023 4:00;1.9;298;99;994;-0.2;3;;;81.6;5.5;2.5;4;100
2023-12-23T05:00;23.12.2023 5:00;2;316;93;995;0.8;6;;;81.2;5.5;2.5;4;100
2023-12-23T06:00;23.12.2023 6:00;2.3;313;88;997;0.8;11;;;80.7;5.5;2.5;4;100
2023-12-23T07:00;23.12.2023 7:00;1.7;283;86;999;0.2;6;;;77.8;5.5;2.5;4;100
2023-12-23T08:00;23.12.2023 8:00;1.1;252;85;1000;0;3;;;73.6;5.5;2.5;4;100
2023-12-23T09:00;23.12.2023 9:00;0.6;221;81;1000;0.1;6;;;68.8;5.5;2.5;4;100
2023-12-23T10:00;23.12.2023 10:00;1.1;221;76;1000;0.5;3;;;70.4;5.5;2.5;4;100
2023-12-23T11:00;23.12.2023 11:00;1.5;220;75;999;1.4;3;;;71.6;5.5;2.5;4;100
2023-12-23T12:00;23.12.2023 12:00;1.3;235;77;998;1.6;8;;;72.6;5.5;2.5;4;100
2023-12-23T13:00;23.12.2023 13:00;1.4;209;95;998;0.4;10;;;70;5.5;2.5;4;100
2023-12-23T14:00;23.12.2023 14:00;1.5;207;99;998;0.1;10;;;69.3;5.5;2.5;4;100
2023-12-23T15:00;23.12.2023 15:00;1.5;211;99;998;0.1;7;;;69.3;5.5;2.5;4;100
2023-12-23T16:00;23.12.2023 16:00;1.4;219;99;999;0.2;10;;;66.4;5.5;2.5;4;100
2023-12-23T17:00;23.12.2023 17:00;0.9;246;99;1000;0.3;10;;;65.1;5.5;2.5;4;100
2023-12-23T18:00;23.12.2023 18:00;0.3;329;99;1001;0;9;;;50.4;5.5;2.5;17.5;213.6
2023-12-23T19:00;23.12.2023 19:00;0.4;245;99;1002;0;9;;;48.1;5.5;2.5;17.5;232.9
2023-12-23T20:00;23.12.2023 20:00;0.6;219;99;1003;0;14;;;54.3;5.5;2.5;10.4;208.8
2023-12-23T21:00;23.12.2023 21:00;0.9;216;99;1003;0.2;10;;;53.2;5.5;2.5;8.2;217.8
2023-12-23T22:00;23.12.2023 22:00;1.1;208;99;1004;0.2;10;;;51.2;5.5;2.5;4;216.3
2023-12-23T23:00;23.12.2023 23:00;1.1;209;99;1004;0.1;6;;;50.6;5.5;2.5;4;200.8
2023-12-24T00:00;24.12.2023 0:00;1;219;99;1005;0.1;6;;;53.7;5.5;2.5;4;100
2023-12-24T01:00;24.12.2023 1:00;0.7;207;99;1005;0.1;3;;;56.7;5.5;2.5;4;100
2023-12-24T02:00;24.12.2023 2:00;0.7;207;99;1005;0;3;;;59.6;5.5;2.5;4;100
2023-12-24T03:00;24.12.2023 3:00;0.4;210;99;1006;0.1;3;;;57.7;5.5;2.5;4;100
2023-12-24T04:00;24.12.2023 4:00;0.6;205;99;1006;0.1;3;;;56.4;5.5;2.5;4;100
2023-12-24T05:00;24.12.2023 5:00;0.7;204;99;1005;0.2;3;;;59.1;5.5;2.5;4;100
2023-12-24T06:00;24.12.2023 6:00;0.7;215;99;1005;0.2;3;;;60.2;5.5;2.5;4;100
2023-12-24T07:00;24.12.2023 7:00;0.4;214;99;1005;0.3;3;;;55.6;5.5;2.5;4;100
2023-12-24T08:00;24.12.2023 8:00;0.3;205;99;1005;0.9;6;;;50;5.5;2.5;9.4;100
2023-12-24T09:00;24.12.2023 9:00;1.4;211;99;1005;2.8;11;;;58.9;5.5;2.5;4;100
2023-12-24T10:00;24.12.2023 10:00;1.9;207;99;1005;3.4;12;;;60.5;5.5;2.5;4;100
2023-12-24T11:00;24.12.2023 11:00;2.3;198;99;1005;4.1;9;;;62.1;5.5;2.5;4;100
2023-12-24T12:00;24.12.2023 12:00;2.6;195;99;1005;4.5;10;;;62;5.5;2.5;4;100
2023-12-24T13:00;24.12.2023 13:00;2.6;198;99;1005;4.8;9;;;62;5.5;2.5;4;100
2023-12-24T14:00;24.12.2023 14:00;2;202;98;1006;5.7;14;;;61.6;5.5;2.5;4;100
2023-12-24T15:00;24.12.2023 15:00;2.1;204;97;1006;6;11;;;61;5.5;2.5;4;100
2023-12-24T16:00;24.12.2023 16:00;2;197;92;1006;6.7;13;;;61.1;5.5;2.5;4;100
2023-12-24T17:00;24.12.2023 17:00;1.7;203;92;1006;6.8;3;;;58.7;5.5;2.5;4;100
2023-12-24T18:00;24.12.2023 18:00;1.8;199;92;1005;6.9;8;;;57.4;5.5;2.5;4;100
2023-12-24T19:00;24.12.2023 19:00;1.9;219;94;1005;6.9;9;;;56.2;5.5;2.5;4;100
2023-12-24T20:00;24.12.2023 20:00;2.1;213;95;1005;7.1;3;;;55.8;5.5;2.5;4;100
2023-12-24T21:00;24.12.2023 21:00;1.9;212;99;1005;7.2;12;;;55.9;5.5;2.5;4;100
2023-12-24T22:00;24.12.2023 22:00;2.4;205;99;1004;7.2;8;;;56.8;5.5;2.5;4;100
2023-12-24T23:00;24.12.2023 23:00;2.5;208;99;1004;6.6;3;;;54.9;5.5;2.5;4;100
2023-12-25T00:00;25.12.2023 0:00;2.1;207;99;1004;6.7;8;;;53.8;5.5;2.5;4;100
2023-12-25T01:00;25.12.2023 1:00;2.3;205;99;1004;7.4;12;;;57.3;5.5;2.5;4;100
2023-12-25T02:00;25.12.2023 2:00;1.9;199;99;1005;7.9;10;;;57.6;5.5;2.5;4;100
2023-12-25T03:00;25.12.2023 3:00;2.4;206;94;1005;9.3;7;;;58.5;5.5;2.5;4;100
2023-12-25T04:00;25.12.2023 4:00;2.4;211;93;1005;9.4;6;;;59.3;5.5;2.5;4;100
2023-12-25T05:00;25.12.2023 5:00;2.4;215;92;1006;9.6;6;;;60;5.5;2.5;4;100
2023-12-25T06:00;25.12.2023 6:00;2;209;89;1006;9.7;3;;;59.5;5.5;2.5;4;100
2023-12-25T07:00;25.12.2023 7:00;2.6;205;86;1006;10;3;;;61.8;5.5;2.5;4;100
2023-12-25T08:00;25.12.2023 8:00;2.5;206;82;1007;10.3;3;;;63.3;5.5;2.5;4;100
2023-12-25T09:00;25.12.2023 9:00;2.2;205;80;1007;10.6;3;;;63.5;5.5;2.5;4;100
2023-12-25T10:00;25.12.2023 10:00;2.9;203;80;1007;10.9;6;;;64.2;5.5;2.5;4;100
2023-12-25T11:00;25.12.2023 11:00;2.9;201;82;1008;10.7;7;;;63;5.5;2.5;4;100
2023-12-25T12:00;25.12.2023 12:00;2.5;200;81;1008;10.7;3;;;61.4;5.5;2.5;4;100
2023-12-25T13:00;25.12.2023 13:00;2.2;190;79;1008;10.9;3;;;61;5.5;2.5;4;100
2023-12-25T14:00;25.12.2023 14:00;1.7;202;77;1008;11;3;;;59.6;5.5;2.5;4;100
2023-12-25T15:00;25.12.2023 15:00;1.7;200;77;1009;11.1;6;;;60.8;5.5;2.5;4;100
2023-12-25T16:00;25.12.2023 16:00;1.8;200;80;1010;10.8;10;;;59.6;5.5;2.5;4;100
2023-12-25T17:00;25.12.2023 17:00;2;204;82;1011;10.5;9;;;59.9;5.5;2.5;4;100
2023-12-25T18:00;25.12.2023 18:00;2.1;214;84;1011;10.2;8;;;60.3;5.5;2.5;4;100
2023-12-25T19:00;25.12.2023 19:00;2.2;209;86;1012;10.1;9;;;59.8;5.5;2.5;4;100
2023-12-25T20:00;25.12.2023 20:00;1.7;211;86;1012;10.1;6;;;58.8;5.5;2.5;4;100
2023-12-25T21:00;25.12.2023 21:00;1.5;206;84;1012;10;3;;;57.8;5.5;2.5;4;100
2023-12-25T22:00;25.12.2023 22:00;1.6;206;86;1013;9.8;6;;;58.8;5.5;2.5;4;100
2023-12-25T23:00;25.12.2023 23:00;1.7;197;84;1013;10;5;;;58.8;5.5;2.5;4;100
2023-12-26T00:00;26.12.2023 0:00;1.8;191;83;1013;10;3;;;58.9;5.5;2.5;4;100
2023-12-26T01:00;26.12.2023 1:00;1.9;210;84;1012;9.8;3;;;58.5;5.5;2.5;4;100
2023-12-26T02:00;26.12.2023 2:00;2.2;204;83;1012;9.8;3;;;58.5;5.5;2.5;4;100
2023-12-26T03:00;26.12.2023 3:00;1.8;206;83;1012;9.7;3;;;58.6;5.5;2.5;4;100
2023-12-26T04:00;26.12.2023 4:00;2;205;84;1011;9.5;3;;;58;5.5;2.5;4;100
2023-12-26T05:00;26.12.2023 5:00;2.7;198;83;1010;9.5;3;;;57.5;5.5;2.5;4;100
2023-12-26T06:00;26.12.2023 6:00;2.3;201;86;1010;9.5;6;;;58.9;5.5;2.5;4;100
2023-12-26T07:00;26.12.2023 7:00;2;210;86;1010;9.5;6;;;58.6;5.5;2.5;4;100
2023-12-26T08:00;26.12.2023 8:00;2.4;206;82;1011;10.1;6;;;60.8;5.5;2.5;4;100
2023-12-26T09:00;26.12.2023 9:00;2.4;206;77;1012;10.6;3;;;62.7;5.5;2.5;4;100
2023-12-26T10:00;26.12.2023 10:00;2.3;197;74;1012;10.6;3;;;62.3;5.5;2.5;4;100
2023-12-26T11:00;26.12.2023 11:00;1.9;202;76;1013;10.3;6;;;60.1;5.5;2.5;4;100
2023-12-26T12:00;26.12.2023 12:00;1.7;215;76;1013;10.3;11;;;59.2;5.5;2.5;4;100
2023-12-26T13:00;26.12.2023 13:00;1.8;221;78;1014;10;3;;;58;5.5;2.5;4;100
2023-12-26T14:00;26.12.2023 14:00;1.8;216;78;1014;9.8;6;;;58.2;5.5;2.5;4;100
2023-12-26T15:00;26.12.2023 15:00;2;200;78;1015;9.6;3;;;58.9;5.5;2.5;4;100
2023-12-26T16:00;26.12.2023 16:00;2;195;81;1015;9.3;10;;;58.8;5.5;2.5;4;100
2023-12-26T17:00;26.12.2023 17:00;1.7;212;83;1016;9;12;;;58.2;5.5;2.5;4;100
2023-12-26T18:00;26.12.2023 18:00;1.5;208;81;1016;9.1;6;;;57.9;5.5;2.5;4;100
2023-12-26T19:00;26.12.2023 19:00;1.4;200;84;1017;8.2;7;;;54.5;5.5;2.5;4;100
2023-12-26T20:00;26.12.2023 20:00;1.3;209;86;1017;7.8;9;;;53.2;5.5;2.5;4;100
2023-12-26T21:00;26.12.2023 21:00;1.5;213;86;1018;7.9;9;;;54.5;5.5;2.5;4;100
2023-12-26T22:00;26.12.2023 22:00;1.2;208;90;1019;7.4;11;;;53.3;5.5;2.5;4;100
2023-12-26T23:00;26.12.2023 23:00;1.2;217;89;1020;7.3;5;;;55.3;5.5;2.5;4;100
2023-12-27T00:00;27.12.2023 0:00;1.1;236;88;1020;6.8;3;;;60.7;5.5;2.5;4;100
2023-12-27T01:00;27.12.2023 1:00;1.2;229;86;1021;6.5;3;;;64.2;5.5;2.5;4;100
2023-12-27T02:00;27.12.2023 2:00;1.2;217;83;1022;5.9;3;;;63.9;5.5;2.5;4;100
2023-12-27T03:00;27.12.2023 3:00;1.2;211;86;1022;5.2;3;;;61.3;5.5;2.5;4;100
2023-12-27T04:00;27.12.2023 4:00;1.3;219;85;1023;5.3;3;;;59.5;5.5;2.5;4;100
2023-12-27T05:00;27.12.2023 5:00;0.6;267;82;1024;5.4;3;;;53.7;5.5;2.5;8.2;100
2023-12-27T06:00;27.12.2023 6:00;0.2;283;85;1025;4.6;6;;;48.4;5.5;2.5;8.3;100
2023-12-27T07:00;27.12.2023 7:00;0.1;251;90;1025;3.5;3;;;40.8;5.5;2.5;14.5;100
2023-12-27T08:00;27.12.2023 8:00;0.2;230;91;1026;3.4;7;;;37.6;5.5;2.5;16;100
2023-12-27T09:00;27.12.2023 9:00;0.7;182;79;1027;5.5;9;;;40;5.5;2.5;17.7;100
2023-12-27T10:00;27.12.2023 10:00;0.7;201;72;1027;6.7;3;;;50.9;5.5;2.5;9;100
2023-12-27T11:00;27.12.2023 11:00;0.6;203;64;1027;7.6;7;;;58.2;5.5;2.5;4;100
2023-12-27T12:00;27.12.2023 12:00;0.8;175;57;1027;8.2;3;;;65.2;5.5;2.5;4;100
2023-12-27T13:00;27.12.2023 13:00;1.3;184;54;1027;8;10;;;69.7;5.5;2.5;4;100
2023-12-27T14:00;27.12.2023 14:00;1.7;196;60;1027;7.2;15;;;68.8;5.5;2.5;4;100
2023-12-27T15:00;27.12.2023 15:00;1.4;189;70;1027;6;10;;;63.9;5.5;2.5;4;100
2023-12-27T16:00;27.12.2023 16:00;0.9;199;76;1026;4.9;11;;;56;5.5;2.5;12.4;100
2023-12-27T17:00;27.12.2023 17:00;0.8;192;79;1026;4.2;15;;;54.1;5.5;2.5;12.2;200.8
2023-12-27T18:00;27.12.2023 18:00;0.3;129;85;1026;3;24;;;31.3;5.5;2.5;30.9;293.5
2023-12-27T19:00;27.12.2023 19:00;0.3;168;91;1025;1.8;28;;;10.5;5.5;2.5;51;403.3
2023-12-27T20:00;27.12.2023 20:00;0;194;91;1025;1.1;26;;;18.8;5.5;2.5;41.3;401
2023-12-27T21:00;27.12.2023 21:00;0.2;147;95;1024;0.4;39;;;10.1;5.5;2.5;44.2;458.7
2023-12-27T22:00;27.12.2023 22:00;0.1;64;95;1023;0.5;39;;;5;5.5;10.9;46.8;514.5
2023-12-27T23:00;27.12.2023 23:00;0.5;194;93;1022;2.3;23;;;33.1;5.5;2.5;21.8;311.8
2023-12-28T00:00;28.12.2023 0:00;0.5;193;88;1022;4;13;;;42;5.5;2.5;12.9;213.1
2023-12-28T01:00;28.12.2023 1:00;1;220;87;1021;4.5;8;;;52.9;5.5;2.5;4;100
2023-12-28T02:00;28.12.2023 2:00;0.8;208;87;1021;4.7;10;;;53.1;5.5;2.5;4;100
2023-12-28T03:00;28.12.2023 3:00;0.9;204;89;1020;4.5;8;;;50.2;5.5;2.5;4;100
2023-12-28T04:00;28.12.2023 4:00;1.1;181;91;1020;4.5;10;;;49.5;5.5;2.5;4;100
2023-12-28T05:00;28.12.2023 5:00;1.4;212;92;1020;4.6;15;;;49.5;5.5;2.5;4;100
2023-12-28T06:00;28.12.2023 6:00;1.7;219;92;1020;4.9;17;;;50;5.5;2.5;4;100
2023-12-28T07:00;28.12.2023 7:00;2;206;92;1020;4.9;15;;;49.4;5.5;2.5;4;100
2023-12-28T08:00;28.12.2023 8:00;1.8;213;92;1021;5.1;17;;;48.2;5.5;2.5;4;100
2023-12-28T09:00;28.12.2023 9:00;1.9;215;88;1021;6;18;;;48.4;5.5;2.5;4;100
2023-12-28T10:00;28.12.2023 10:00;1.7;207;84;1021;6.9;17;;;49.8;5.5;2.5;4;100
2023-12-28T11:00;28.12.2023 11:00;1.7;207;83;1021;7.2;16;;;50.1;5.5;2.5;4;100
2023-12-28T12:00;28.12.2023 12:00;2;213;80;1021;7.9;16;;;50.5;5.5;2.5;4;100
